blue_gold,red_gold,blue_cs,red_cs,blue_kills,red_kills,blue_deaths,red_deaths,blue_assists,red_assists,blue_dragons,red_dragons,blue_wards_placed,red_wards_placed,blue_wards_killed,red_wards_killed,blue_towerplates,red_towerplates,first_blood_blue,first_blood_red,first_dragon_blue,first_dragon_red,first_tower_blue,first_tower_red,gold_diff,cs_diff,kill_diff,death_diff,assist_diff,herald_diff,wards_placed_diff,wards_killed_diff,towerplates_diff,blue_mean_level,red_mean_level,diff_mean_level,blue_level7_count,red_level7_count,diff_level7_count,target
17655,15233,228,261,12,4,4,12,16,4,0,0,15,15,3,6,2,1,1,0,0,0,0,0,2422,-33,8,-8,12,0,0,-3,1,15.8,11,4.8,4,3,1,1
13633,15455,258,264,2,6,6,2,3,7,0,0,13,14,4,3,2,0,0,1,0,0,0,0,-1822,-6,-4,4,-4,0,-1,1,2,136,27.8,108.2,5,4,1,0
15344,15362,236,270,6,5,5,6,7,7,0,0,21,17,2,2,1,0,1,0,0,0,0,0,-18,-34,1,-1,0,0,4,0,1,85,28.4,56.6,2,4,-2,0
13888,18068,236,276,3,11,11,3,3,14,0,0,13,21,1,1,0,1,1,0,0,0,0,0,-4180,-40,-8,8,-11,0,-8,0,-1,43.8,19.6,24.2,2,3,-1,0
14781,16286,272,263,5,9,9,5,7,14,1,0,39,13,1,7,0,0,0,1,1,0,0,0,-1505,9,-4,4,-7,0,26,-6,0,43.8,116.6,-72.8,3,5,-2,0
3000,3012,13,14,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,-12,-1,0,0,0,0,3,0,0,35.4,53.2,-17.8,2,4,-2,0
14919,14780,277,304,4,3,3,4,3,1,1,0,18,19,4,4,1,1,1,0,1,0,0,0,139,-27,1,-1,2,0,-1,0,0,21.8,46.2,-24.4,4,4,0,0
16537,15899,260,256,8,6,6,8,8,7,0,0,110,16,4,1,0,0,1,0,0,0,0,0,638,4,2,-2,1,0,94,3,0,102.2,95.2,7,4,4,0,0
13720,13480,275,273,1,1,1,1,1,2,1,0,16,44,19,4,1,2,0,1,1,0,0,0,240,2,0,0,-1,0,-28,15,-1,46.2,149.8,-103.6,3,5,-2,0
14211,18765,211,276,5,12,12,5,6,11,0,1,32,26,3,3,0,3,0,1,0,1,0,0,-4554,-65,-7,7,-5,0,6,0,-3,27,44.2,-17.2,3,4,-1,0
15441,15110,270,265,5,5,5,5,7,5,0,0,17,27,4,5,1,0,0,1,0,0,0,0,331,5,0,0,2,0,-10,-1,1,38.4,107.2,-68.8,5,5,0,1
16626,15255,250,239,10,8,8,10,24,9,0,0,26,13,2,5,0,0,0,1,0,0,0,0,1371,11,2,-2,15,0,13,-3,0,9.6,15.2,-5.6,4,4,0,1
15492,14741,247,216,7,6,7,7,7,6,0,0,18,15,2,2,1,1,1,0,0,0,0,0,751,31,1,0,1,0,3,0,0,38.8,18,20.8,5,4,1,0
16255,16044,276,278,7,6,6,7,7,5,0,1,13,17,4,1,0,2,1,0,0,1,0,0,211,-2,1,-1,2,0,-4,3,-2,6.2,16,-9.8,2,4,-2,0
14472,14954,297,267,2,5,5,2,0,9,0,0,16,13,1,5,1,0,0,1,0,0,0,0,-482,30,-3,3,-9,0,3,-4,1,14.8,14,0.8,4,4,0,0
14520,14912,247,258,4,4,4,4,6,5,0,1,33,16,2,2,0,2,0,1,0,1,0,0,-392,-11,0,0,1,0,17,0,-2,12.8,87.2,-74.4,4,4,0,0
16884,16199,256,275,9,7,7,9,13,15,0,1,24,85,4,2,0,1,0,1,0,1,0,0,685,-19,2,-2,-2,0,-61,2,-1,33.2,29.2,4,5,4,1,1
14616,14867,271,257,3,4,4,3,3,10,1,0,14,18,7,1,1,2,1,0,1,0,0,0,-251,14,-1,1,-7,0,-4,6,-1,22.6,25.8,-3.2,3,5,-2,0
15032,14511,261,267,5,3,3,5,7,4,1,0,13,37,3,3,0,0,0,1,1,0,0,0,521,-6,2,-2,3,0,-24,0,0,130.4,128,2.4,5,2,3,1
17099,14016,295,286,7,2,2,7,9,2,0,0,14,16,5,2,0,0,1,0,0,0,0,0,3083,9,5,-5,7,0,-2,3,0,29,60.8,-31.8,4,2,2,1
17911,15516,271,247,9,6,6,9,13,14,0,1,18,18,2,4,0,0,0,1,0,1,0,0,2395,24,3,-3,-1,0,0,-2,0,51.8,75.6,-23.8,4,5,-1,0
16655,14618,267,273,9,4,4,9,9,3,0,1,15,11,2,2,1,0,1,0,0,1,0,0,2037,-6,5,-5,6,0,4,0,1,44.4,85.2,-40.8,5,4,1,1
2699,2709,6,6,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,-1,0,0,22.8,39.8,-17,2,5,-3,1
15403,13925,291,260,5,3,3,5,2,3,0,1,15,13,5,3,1,1,1,0,0,1,0,0,1478,31,2,-2,-1,0,2,2,0,51,7.2,43.8,4,2,2,1
16465,15351,245,247,9,5,5,9,10,6,0,0,11,209,2,2,1,0,1,0,0,0,0,0,1114,-2,4,-4,4,0,-198,0,1,9.8,8.8,1,2,2,0,0
15685,13972,289,244,5,4,4,5,5,3,0,0,12,16,3,0,2,0,0,1,0,0,0,0,1713,45,1,-1,2,0,-4,3,2,101,13.4,87.6,5,3,2,1
15253,14891,254,227,5,7,7,5,5,9,0,0,15,18,5,2,1,0,0,1,0,0,0,0,362,27,-2,2,-4,0,-3,3,1,16,76.6,-60.6,2,3,-1,0
14921,14174,266,241,5,4,4,5,4,5,0,0,13,19,3,3,1,0,1,0,0,0,0,0,747,25,1,-1,-1,0,-6,0,1,23.4,129.4,-106,3,5,-2,1
15393,14213,281,258,5,3,3,5,4,3,0,0,19,32,6,3,2,1,1,0,0,0,0,0,1180,23,2,-2,1,0,-13,3,1,57.6,23.6,34,5,4,1,1
14368,15194,286,290,3,5,5,3,2,6,0,1,11,16,3,4,0,0,0,1,0,1,0,0,-826,-4,-2,2,-4,0,-5,-1,0,71,40.2,30.8,5,4,1,0
14608,14001,284,296,3,1,1,3,3,0,0,0,17,16,6,3,0,0,1,0,0,0,0,0,607,-12,2,-2,3,0,1,3,0,37.6,20.2,17.4,5,5,0,0
14589,14998,241,260,4,5,5,4,7,8,0,0,11,32,3,1,0,0,0,1,0,0,0,0,-409,-19,-1,1,-1,0,-21,2,0,86.2,54.2,32,4,5,-1,1
14439,14881,267,287,3,3,3,4,4,1,1,0,20,19,7,3,1,0,1,0,1,0,0,0,-442,-20,0,-1,3,0,1,4,1,16.8,18.4,-1.6,4,4,0,0
15027,17466,230,246,6,13,13,6,5,16,0,1,33,104,1,3,1,0,0,1,0,1,0,0,-2439,-16,-7,7,-11,0,-71,-2,1,14.6,47.4,-32.8,4,3,1,0
13248,16704,276,257,1,9,9,1,0,16,1,0,12,16,2,2,1,0,0,1,1,0,0,0,-3456,19,-8,8,-16,0,-4,0,1,28.6,68,-39.4,5,4,1,0
15639,18030,240,231,6,11,11,6,7,17,0,0,21,16,1,0,0,2,0,1,0,0,0,0,-2391,9,-5,5,-10,0,5,1,-2,14.8,36.2,-21.4,3,5,-2,0
15466,16391,293,269,5,9,9,5,5,6,0,0,12,33,3,0,0,0,1,0,0,0,0,0,-925,24,-4,4,-1,0,-21,3,0,17.2,71.4,-54.2,3,4,-1,0
15999,14009,289,247,5,3,3,5,6,3,0,0,20,11,1,3,1,0,1,0,0,0,0,0,1990,42,2,-2,3,0,9,-2,1,142.2,38.8,103.4,5,4,1,1
15089,15071,217,247,7,6,6,7,9,4,0,0,13,14,1,0,2,1,0,1,0,0,0,0,18,-30,1,-1,5,0,-1,1,1,7,4.8,2.2,2,1,1,0
15482,17912,252,269,6,11,11,6,6,14,0,0,37,19,2,3,0,0,0,1,0,0,0,0,-2430,-17,-5,5,-8,0,18,-1,0,10.4,9,1.4,4,4,0,1
15174,17355,235,288,6,8,9,6,8,9,0,0,116,16,3,1,0,2,0,1,0,0,0,0,-2181,-53,-2,3,-1,0,100,2,-2,116,15.8,100.2,4,4,0,0
15391,13165,265,230,5,3,3,5,6,0,0,1,28,34,2,2,1,1,0,1,0,1,0,0,2226,35,2,-2,6,0,-6,0,0,44.6,46,-1.4,5,3,2,0
13319,15987,260,264,1,6,6,1,2,10,0,0,12,22,4,1,0,3,0,1,0,0,0,0,-2668,-4,-5,5,-8,0,-10,3,-3,17.8,10.4,7.4,3,3,0,0
16732,13678,282,244,7,2,2,7,8,2,0,0,16,35,4,2,0,0,1,0,0,0,0,0,3054,38,5,-5,6,0,-19,2,0,83.2,127.6,-44.4,5,4,1,1
16412,13628,231,242,9,3,3,9,13,2,0,0,38,17,3,5,1,0,1,0,0,0,0,0,2784,-11,6,-6,11,0,21,-2,1,43.6,12,31.6,4,4,0,1
16182,15132,257,234,8,7,7,8,7,5,0,1,13,23,3,2,0,0,1,0,0,1,0,0,1050,23,1,-1,2,0,-10,1,0,18.6,13.8,4.8,3,3,0,1
15586,14176,267,309,6,1,1,6,7,2,0,0,20,13,3,6,0,1,1,0,0,0,0,0,1410,-42,5,-5,5,0,7,-3,-1,15.8,11.2,4.6,4,4,0,0
15274,13694,262,284,5,2,2,5,9,0,0,1,38,13,3,14,0,0,0,1,0,1,0,0,1580,-22,3,-3,9,0,25,-11,0,146.4,138.6,7.8,5,4,1,1
14876,15720,261,273,6,5,5,6,3,6,0,1,17,16,0,3,0,0,1,0,0,1,0,0,-844,-12,1,-1,-3,0,1,-3,0,10.8,5.6,5.2,4,2,2,0
13150,17160,189,256,4,12,12,4,8,15,0,0,19,11,1,2,0,4,1,0,0,0,0,0,-4010,-67,-8,8,-7,0,8,-1,-4,5.4,7,-1.6,1,1,0,0
13689,16100,230,280,3,7,8,3,3,6,0,0,29,14,3,1,2,1,0,1,0,0,0,0,-2411,-50,-4,5,-3,0,15,2,1,109.4,15.2,94.2,5,4,1,1
17326,14020,269,273,11,2,2,11,10,2,1,0,14,11,1,0,0,0,1,0,1,0,0,0,3306,-4,9,-9,8,0,3,1,0,38,75.8,-37.8,5,3,2,1
15978,14459,266,258,8,4,4,8,9,2,0,0,18,15,0,3,1,0,1,0,0,0,0,0,1519,8,4,-4,7,0,3,-3,1,14.6,16.2,-1.6,5,4,1,1
15129,15451,246,286,5,5,5,5,8,4,1,0,40,15,1,4,0,3,1,0,1,0,0,0,-322,-40,0,0,4,0,25,-3,-3,48.4,60,-11.6,5,4,1,0
12752,14089,253,282,0,2,2,0,0,2,0,0,34,20,4,2,0,1,0,1,0,0,0,0,-1337,-29,-2,2,-2,0,14,2,-1,12.2,7.4,4.8,4,2,2,0
14334,16286,296,289,3,6,6,3,3,9,1,0,17,17,2,5,0,0,0,1,1,0,0,0,-1952,7,-3,3,-6,0,0,-3,0,22,16.8,5.2,5,5,0,0
15462,15954,232,271,6,7,7,6,9,6,0,0,38,24,2,5,0,1,0,1,0,0,0,0,-492,-39,-1,1,3,0,14,-3,-1,15.2,16.6,-1.4,4,5,-1,0
14548,17248,215,277,6,8,8,6,6,8,0,1,20,15,2,6,0,4,1,0,0,1,0,0,-2700,-62,-2,2,-2,0,5,-4,-4,36.4,23.6,12.8,3,2,1,0
14710,15131,248,249,4,7,7,4,7,8,0,1,29,93,6,2,0,0,0,1,0,1,0,0,-421,-1,-3,3,-1,0,-64,4,0,20.6,5.8,14.8,4,3,1,0
13379,13986,252,252,1,4,4,1,1,6,0,1,108,17,3,2,0,0,0,1,0,1,0,0,-607,0,-3,3,-5,0,91,1,0,8.4,22.8,-14.4,2,5,-3,0
14865,15304,231,245,6,5,5,7,3,9,0,0,10,10,2,1,2,0,1,0,0,0,0,0,-439,-14,1,-2,-6,0,0,1,2,14.4,4,10.4,4,0,4,0
15670,15285,290,290,5,6,6,5,4,0,0,0,23,102,7,6,0,0,1,0,0,0,0,0,385,0,-1,1,4,0,-79,1,0,16.4,31,-14.6,4,3,1,1
14703,15374,286,286,2,4,4,2,3,7,0,1,17,15,4,6,0,2,0,1,0,1,0,0,-671,0,-2,2,-4,0,2,-2,-2,10.6,37.2,-26.6,4,4,0,1
15001,15629,259,254,5,7,7,5,6,7,0,0,15,14,3,2,0,0,0,1,0,0,0,0,-628,5,-2,2,-1,0,1,1,0,18.2,14.2,4,3,3,0,1
14829,14119,269,278,4,2,2,4,2,4,0,1,15,47,1,5,2,0,0,1,0,1,0,0,710,-9,2,-2,-2,0,-32,-4,2,28.8,26.2,2.6,4,5,-1,1
16359,13443,273,279,7,1,1,7,8,0,0,0,16,16,3,4,0,1,1,0,0,0,0,0,2916,-6,6,-6,8,0,0,-1,-1,21,9,12,4,3,1,1
14614,14199,292,324,2,1,1,2,3,0,0,1,104,36,6,4,2,0,0,1,0,1,0,0,415,-32,1,-1,3,0,68,2,2,15.8,26.8,-11,3,4,-1,1
15600,13882,272,267,6,3,3,6,7,5,0,0,32,15,1,4,2,0,0,1,0,0,0,0,1718,5,3,-3,2,0,17,-3,2,20.6,131.4,-110.8,4,5,-1,1
16326,15088,268,249,8,6,6,8,4,7,0,0,20,16,3,6,1,0,0,1,0,0,0,0,1238,19,2,-2,-3,0,4,-3,1,23.8,9.4,14.4,2,3,-1,1
16724,12892,278,248,8,1,1,8,7,2,0,0,18,34,7,4,0,0,1,0,0,0,0,0,3832,30,7,-7,5,0,-16,3,0,19.2,23.4,-4.2,4,4,0,1
13329,13293,296,247,0,2,2,0,0,3,0,1,14,14,5,1,1,0,0,1,0,1,0,0,36,49,-2,2,-3,0,0,4,1,5.6,15,-9.4,2,5,-3,1
15419,14831,257,246,5,7,7,5,4,3,1,0,17,13,3,4,2,1,0,1,1,0,0,0,588,11,-2,2,1,0,4,-1,1,7.2,4.4,2.8,1,1,0,0
17989,16081,273,269,11,7,7,11,17,9,0,0,13,15,5,6,1,1,0,1,0,0,0,0,1908,4,4,-4,8,0,-2,-1,0,33.6,72.4,-38.8,4,4,0,0
15049,13913,280,250,5,2,2,5,4,4,1,0,16,35,5,3,0,0,1,0,1,0,0,0,1136,30,3,-3,0,0,-19,2,0,23,111,-88,4,3,1,1
15364,14924,261,245,6,5,5,6,4,6,0,0,33,173,0,3,0,0,0,1,0,0,0,0,440,16,1,-1,-2,0,-140,-3,0,14,33.8,-19.8,5,5,0,1
16356,14819,292,259,7,5,5,7,6,5,0,1,16,20,6,3,2,1,1,0,0,1,0,0,1537,33,2,-2,1,0,-4,3,1,93.8,22.6,71.2,2,2,0,0
17072,16371,264,254,9,8,8,9,8,11,0,0,15,38,6,2,1,0,0,1,0,0,0,0,701,10,1,-1,-3,0,-23,4,1,19,17,2,5,3,2,1
14573,15558,265,284,4,5,5,4,4,5,1,0,20,22,3,2,0,0,0,1,1,0,0,0,-985,-19,-1,1,-1,0,-2,1,0,10.8,22.2,-11.4,4,4,0,0
15078,15666,268,264,5,6,6,5,4,6,1,0,15,102,2,1,0,0,0,1,1,0,0,0,-588,4,-1,1,-2,0,-87,1,0,10.6,67.4,-56.8,3,4,-1,0
16342,16051,249,254,9,6,6,9,9,8,0,0,21,37,5,3,3,1,1,0,0,0,0,0,291,-5,3,-3,1,0,-16,2,2,7,23.8,-16.8,3,3,0,1
6181,7891,88,128,0,2,2,0,0,1,0,0,2,5,1,0,0,0,0,1,0,0,0,0,-1710,-40,-2,2,-1,0,-3,1,0,14.6,9.8,4.8,4,2,2,0
14439,16677,230,268,5,10,10,5,6,9,0,0,44,17,4,3,0,0,1,0,0,0,0,0,-2238,-38,-5,5,-3,0,27,1,0,88.4,15,73.4,5,4,1,0
14859,13146,252,265,6,1,1,6,5,1,0,1,22,19,0,4,0,0,1,0,0,1,0,0,1713,-13,5,-5,4,0,3,-4,0,64,59.8,4.2,5,5,0,1
14552,14506,269,289,4,2,2,4,4,2,0,0,17,41,2,3,0,1,1,0,0,0,0,0,46,-20,2,-2,2,0,-24,-1,-1,13.2,35.6,-22.4,3,5,-2,1
15270,15939,205,259,6,8,8,6,9,7,0,1,32,15,1,4,0,2,0,1,0,1,0,0,-669,-54,-2,2,2,0,17,-3,-2,28.8,11.8,17,3,2,1,0
14254,14410,236,226,5,6,6,5,4,5,1,0,10,24,1,4,0,0,1,0,1,0,0,0,-156,10,-1,1,-1,0,-14,-3,0,6.8,27.4,-20.6,2,4,-2,1
17365,12652,251,208,10,2,2,10,11,2,0,1,12,17,5,0,3,0,1,0,0,1,0,0,4713,43,8,-8,9,0,-5,5,3,61,51.2,9.8,5,2,3,1
15409,14457,276,250,5,4,5,5,2,3,1,0,15,19,6,1,1,0,1,0,1,0,0,0,952,26,1,0,-1,0,-4,5,1,21.8,40,-18.2,3,4,-1,0
15537,15536,252,269,7,6,6,7,7,5,0,1,94,15,1,4,0,0,0,1,0,1,0,0,1,-17,1,-1,2,0,79,-3,0,34.6,22,12.6,4,4,0,1
14756,14182,278,283,4,2,2,4,1,2,0,1,16,19,3,0,1,0,1,0,0,1,0,0,574,-5,2,-2,-1,0,-3,3,1,14.6,9.4,5.2,2,4,-2,0
13698,16100,245,241,3,8,8,3,3,12,0,0,30,11,0,1,1,0,0,1,0,0,0,0,-2402,4,-5,5,-9,0,19,-1,1,6.4,12.4,-6,2,3,-1,0
14598,13763,281,265,2,2,2,2,3,2,0,0,17,18,3,2,2,0,1,0,0,0,0,0,835,16,0,0,1,0,-1,1,2,25.8,23,2.8,5,5,0,1
16637,13742,268,269,9,2,2,9,13,3,1,0,11,21,1,2,0,0,0,1,1,0,0,0,2895,-1,7,-7,10,0,-10,-1,0,102.4,39.4,63,4,5,-1,1
15270,13137,251,253,5,1,1,5,6,0,0,0,18,14,1,4,1,0,0,1,0,0,0,0,2133,-2,4,-4,6,0,4,-3,1,8.6,18.8,-10.2,2,5,-3,1
14913,15457,265,275,5,4,4,6,5,4,0,0,17,13,2,3,0,0,0,1,0,0,0,0,-544,-10,1,-2,1,0,4,-1,0,11,23.8,-12.8,3,4,-1,1
15111,14318,255,251,5,3,3,5,5,2,0,0,17,38,1,2,0,2,0,1,0,0,0,0,793,4,2,-2,3,0,-21,-1,-2,9.2,38.2,-29,3,4,-1,0
16928,14091,235,214,10,6,6,10,16,3,1,0,10,12,1,2,2,0,1,0,1,0,0,0,2837,21,4,-4,13,0,-2,-1,2,8.4,13.4,-5,2,3,-1,0
15939,17174,244,240,8,11,11,8,7,13,0,0,13,23,5,3,0,1,1,0,0,0,0,0,-1235,4,-3,3,-6,0,-10,2,-1,28.6,19.6,9,2,4,-2,1
15780,16415,236,233,8,9,9,8,5,13,0,1,16,19,3,6,0,0,0,1,0,1,0,0,-635,3,-1,1,-8,0,-3,-3,0,67.4,4.4,63,3,0,3,1
14170,14903,281,263,2,4,4,2,2,6,0,1,41,22,4,5,0,0,1,0,0,1,0,0,-733,18,-2,2,-4,0,19,-1,0,8.4,26.6,-18.2,3,4,-1,0
15159,13814,271,258,5,3,3,6,6,1,0,1,20,14,3,3,0,1,1,0,0,1,0,0,1345,13,2,-3,5,0,6,0,-1,190.6,56.4,134.2,3,4,-1,1
16262,16631,278,262,7,9,9,7,9,7,0,1,17,19,6,4,0,1,1,0,0,1,0,0,-369,16,-2,2,2,0,-2,2,-1,16.6,17.6,-1,4,4,0,1
14521,14723,255,272,3,4,4,3,4,7,0,0,19,18,2,2,3,0,0,1,0,0,0,0,-202,-17,-1,1,-3,0,1,0,3,8,7.4,0.6,2,3,-1,1
15473,14391,246,262,6,5,5,6,8,2,0,0,15,14,3,4,0,0,1,0,0,0,0,0,1082,-16,1,-1,6,0,1,-1,0,67.4,73.4,-6,4,5,-1,1
17457,16875,250,261,11,8,9,11,10,7,0,1,15,14,2,2,0,2,0,1,0,1,0,0,582,-11,3,-2,3,0,1,0,-2,17.4,18.6,-1.2,4,3,1,1
18553,15025,244,189,17,7,7,17,14,9,0,0,28,24,1,1,4,0,1,0,0,0,0,0,3528,55,10,-10,5,0,4,0,4,33.8,98.8,-65,4,2,2,1
16724,16087,247,271,9,6,6,9,9,5,0,1,32,9,2,3,0,1,0,1,0,1,0,0,637,-24,3,-3,4,0,23,-1,-1,12.4,21.4,-9,3,4,-1,1
16264,16550,228,286,8,8,8,8,7,7,0,0,15,17,2,2,0,0,1,0,0,0,0,0,-286,-58,0,0,0,0,-2,0,0,10,20.8,-10.8,3,4,-1,0
17447,16844,259,262,11,9,9,11,8,8,0,0,17,20,4,4,0,1,1,0,0,0,0,0,603,-3,2,-2,0,0,-3,0,-1,76.4,13.4,63,4,3,1,1
15093,15042,252,226,4,6,7,4,5,10,0,0,77,19,3,1,1,0,0,1,0,0,0,0,51,26,-2,3,-5,0,58,2,1,22,29.4,-7.4,3,4,-1,0
13592,16494,235,280,3,8,8,3,1,5,0,1,13,16,5,3,0,1,1,0,0,1,0,0,-2902,-45,-5,5,-4,0,-3,2,-1,167.2,38.4,128.8,3,3,0,0
15412,16485,228,270,8,7,7,8,13,6,1,0,107,11,2,7,0,1,1,0,1,0,0,0,-1073,-42,1,-1,7,0,96,-5,-1,8.2,21,-12.8,2,5,-3,0
16845,13735,251,266,10,2,2,11,21,3,0,0,30,14,5,4,0,0,1,0,0,0,0,0,3110,-15,8,-9,18,0,16,1,0,51.4,43,8.4,3,3,0,1
15075,16613,241,261,6,7,7,6,13,20,0,0,15,17,0,4,1,0,0,1,0,0,0,0,-1538,-20,-1,1,-7,0,-2,-4,1,27.6,81.6,-54,4,5,-1,1
17567,15661,248,232,11,9,9,11,10,8,0,0,13,15,6,3,0,1,0,1,0,0,0,0,1906,16,2,-2,2,0,-2,3,-1,34.8,30.4,4.4,4,5,-1,1
15155,14643,253,249,5,4,4,5,6,5,0,0,17,55,5,1,0,1,0,1,0,0,0,0,512,4,1,-1,1,0,-38,4,-1,11.2,19.6,-8.4,4,3,1,0
16615,16427,272,272,8,7,7,8,6,6,0,0,17,14,5,4,0,3,1,0,0,0,0,0,188,0,1,-1,0,0,3,1,-3,40.4,7.6,32.8,3,2,1,1
15773,16769,245,235,7,11,11,7,10,10,0,1,15,17,3,3,0,0,0,1,0,1,0,0,-996,10,-4,4,0,0,-2,0,0,29,14.8,14.2,4,3,1,0
15606,16238,208,262,9,7,7,9,9,9,0,0,15,16,2,3,0,0,1,0,0,0,0,0,-632,-54,2,-2,0,0,-1,-1,0,35.6,32.2,3.4,3,5,-2,0
15161,13891,259,273,6,2,2,6,8,2,0,1,47,14,1,5,0,1,1,0,0,1,0,0,1270,-14,4,-4,6,0,33,-4,-1,62.4,24.4,38,5,4,1,0
16767,14342,235,273,11,4,4,11,19,3,0,0,50,50,2,1,1,0,1,0,0,0,0,0,2425,-38,7,-7,16,0,0,1,1,32,49.2,-17.2,3,4,-1,1
15440,14732,285,264,5,3,3,5,6,4,0,0,13,15,3,3,0,0,1,0,0,0,0,0,708,21,2,-2,2,0,-2,0,0,45,57.2,-12.2,3,3,0,0
16020,15518,244,253,9,7,7,9,9,5,0,1,18,17,2,4,1,1,0,1,0,1,0,0,502,-9,2,-2,4,0,1,-2,0,103,52.2,50.8,5,4,1,1
17659,14327,264,233,12,5,5,12,12,3,0,0,16,16,5,2,4,0,1,0,0,0,0,0,3332,31,7,-7,9,0,0,3,4,100.6,85.8,14.8,4,4,0,1
18028,14513,268,253,12,3,3,12,21,2,0,0,12,37,6,5,2,0,1,0,0,0,0,0,3515,15,9,-9,19,0,-25,1,2,15.4,22.6,-7.2,3,3,0,1
16686,14581,291,244,8,3,3,8,6,3,0,0,13,22,2,2,1,0,1,0,0,0,0,0,2105,47,5,-5,3,0,-9,0,1,12.8,51.8,-39,3,5,-2,1
14503,16074,260,304,4,6,6,4,3,4,0,1,20,17,1,4,0,0,0,1,0,1,0,0,-1571,-44,-2,2,-1,0,3,-3,0,18,98,-80,4,5,-1,0
15304,14319,254,256,6,2,2,6,7,2,0,0,15,42,2,3,1,2,1,0,0,0,0,0,985,-2,4,-4,5,0,-27,-1,-1,36.2,76.2,-40,3,5,-2,1
16098,15405,228,235,9,6,6,9,11,8,0,0,17,15,2,2,1,1,0,1,0,0,0,0,693,-7,3,-3,3,0,2,0,0,28.4,100.2,-71.8,4,5,-1,1
16772,14119,273,285,8,1,1,8,12,0,1,0,56,15,4,3,0,1,0,1,1,0,0,0,2653,-12,7,-7,12,0,41,1,-1,102.8,19.8,83,3,4,-1,1
15570,14795,247,239,8,5,5,8,9,3,0,0,41,15,2,3,1,1,1,0,0,0,0,0,775,8,3,-3,6,0,26,-1,0,30.4,27.6,2.8,4,2,2,0
16881,15642,262,269,8,6,6,8,12,3,0,0,17,19,1,3,2,0,0,1,0,0,0,0,1239,-7,2,-2,9,0,-2,-2,2,86.2,15.6,70.6,3,4,-1,1
17128,16194,276,237,9,7,7,9,12,11,0,0,15,16,3,1,0,1,1,0,0,0,0,0,934,39,2,-2,1,0,-1,2,-1,41,22.2,18.8,5,4,1,1
14869,16604,240,288,5,8,8,5,4,6,0,1,14,17,3,4,1,1,0,1,0,1,0,0,-1735,-48,-3,3,-2,0,-3,-1,0,34.4,43.6,-9.2,3,4,-1,0
14099,15556,267,306,2,5,5,2,2,4,0,1,118,28,1,1,0,1,0,1,0,1,0,0,-1457,-39,-3,3,-2,0,90,0,-1,53.4,83.6,-30.2,3,5,-2,0
16141,13891,281,254,6,4,4,6,8,1,0,0,21,14,0,2,1,0,0,1,0,0,0,0,2250,27,2,-2,7,0,7,-2,1,78.6,35,43.6,4,4,0,1
15258,13850,260,226,5,4,4,5,4,4,1,0,13,14,2,3,3,0,1,0,1,0,0,0,1408,34,1,-1,0,0,-1,-1,3,245.4,54,191.4,4,5,-1,1
15525,14037,295,282,4,2,2,4,7,2,0,1,15,15,1,4,1,0,0,1,0,1,0,0,1488,13,2,-2,5,0,0,-3,1,14.8,27.6,-12.8,5,2,3,1
14093,16408,259,247,3,9,9,3,1,7,0,1,11,16,4,1,0,2,0,1,0,1,0,0,-2315,12,-6,6,-6,0,-5,3,-2,23.2,15.4,7.8,3,3,0,1
13965,14799,244,275,3,5,5,3,5,2,0,0,17,19,2,2,0,0,0,1,0,0,0,0,-834,-31,-2,2,3,0,-2,0,0,15.2,12.2,3,4,3,1,0
15841,13058,292,263,6,1,1,6,3,0,0,1,17,15,2,4,1,0,1,0,0,1,0,0,2783,29,5,-5,3,0,2,-2,1,16.6,72.8,-56.2,4,5,-1,1
15422,15350,242,251,7,6,6,7,4,7,0,0,30,16,0,3,1,0,0,1,0,0,0,0,72,-9,1,-1,-3,0,14,-3,1,91.2,32.4,58.8,5,5,0,1
13585,16922,265,294,1,8,8,1,2,12,0,1,14,15,3,6,0,0,0,1,0,1,0,0,-3337,-29,-7,7,-10,0,-1,-3,0,65.4,18.4,47,3,3,0,0
13684,15015,266,277,1,4,4,2,2,5,0,1,34,20,4,1,1,1,0,1,0,1,0,0,-1331,-11,-3,2,-3,0,14,3,0,8.8,30.4,-21.6,2,4,-2,1
13552,15765,291,287,0,5,5,0,0,5,0,0,38,30,5,4,1,0,0,1,0,0,0,0,-2213,4,-5,5,-5,0,8,1,1,18.4,38.8,-20.4,4,3,1,0
15401,16455,254,245,5,9,9,5,3,11,1,0,13,35,3,4,2,0,0,1,1,0,0,0,-1054,9,-4,4,-8,0,-22,-1,2,10.8,27.2,-16.4,4,5,-1,0
15756,13776,303,282,4,2,2,4,5,1,0,1,36,13,4,2,2,0,1,0,0,1,0,0,1980,21,2,-2,4,0,23,2,2,16,12,4,4,3,1,1
16261,14556,229,251,9,5,5,9,16,5,0,0,34,17,6,2,1,0,0,1,0,0,0,0,1705,-22,4,-4,11,0,17,4,1,64.2,10.8,53.4,4,3,1,1
14990,14263,286,264,4,3,3,4,4,3,0,0,19,17,3,6,0,0,0,1,0,0,0,0,727,22,1,-1,1,0,2,-3,0,12.2,18.8,-6.6,4,5,-1,0
