assist_diff,cs_diff,diff_level7_count,diff_mean_level,firstBlood_diff,firstDragon_diff,gold_diff,kill_diff,towerplates_diff,wards_killed_diff,wards_placed_diff,target
-2,15,0,-13.4,-1,-1,-1212,-4,0,-1,3,1
3,-1,2,3.2,-1,0,-566,-2,-1,-4,5,1
4,6,1,20.4,-1,0,1302,3,0,-4,8,1
-2,13,2,53.4,1,-1,-23,0,1,2,-1,1
-2,-21,0,-11.0,-1,1,-695,0,0,3,39,1
1,-3,1,65.2,1,-1,-564,-1,1,0,14,0
-1,-7,-1,-30.6,-1,0,-204,-1,1,1,-7,1
2,8,1,3.0,1,0,1730,3,0,-2,3,1
8,35,0,-15.8,1,-1,2260,4,2,-2,1,1
-1,4,1,32.4,1,-1,762,1,0,3,0,1
-4,3,1,27.8,1,0,-218,1,0,-3,-4,1
4,26,-2,-9.2,-1,-1,1878,2,-1,-5,3,1
1,25,0,2.6,-1,-1,904,0,0,-1,88,0
7,-12,1,11.2,1,1,972,3,0,3,-2,1
-14,-21,1,0.2,1,-1,-3166,-7,-1,2,20,0
-11,10,-2,-25.0,-1,-1,-2353,-5,0,-2,-5,0
6,-15,0,2.8,1,1,164,1,-1,0,1,1
4,-22,0,-42.8,1,-1,69,2,-2,0,-15,1
-10,-56,1,6.0,-1,0,-1821,-1,-2,2,-3,0
-1,9,1,-7.8,1,1,-295,-1,0,-4,3,1
-8,6,-2,-33.2,-1,0,-897,-4,0,-3,-1,1
-2,14,-1,-12.2,1,0,1020,1,0,3,-112,1
-5,-1,-1,-8.8,1,-1,-1832,-4,0,-3,-3,0
8,35,1,1.4,1,1,4156,8,0,2,-1,1
10,-5,2,17.6,1,0,2393,5,0,2,15,1
-3,-8,0,25.4,-1,0,903,3,1,-3,15,1
-4,0,-1,-35.2,1,0,-920,-2,0,3,2,1
5,-28,1,30.6,1,1,920,4,2,0,7,1
2,25,1,7.4,1,0,1766,3,1,0,5,1
-9,-6,1,-43.0,-1,0,-2235,-5,2,-2,0,0
-3,-23,0,1.6,-1,0,-1827,-4,0,-2,-4,0
-11,-52,0,-55.6,-1,-1,-3570,-8,1,-1,91,0
-6,12,1,4.2,-1,-1,-818,-3,0,2,-4,0
0,-15,-1,-14.0,-1,-1,88,0,0,-2,-75,0
-2,13,-2,-22.0,1,0,-280,-1,0,1,1,1
1,42,1,-33.4,1,1,2617,4,1,0,-9,1
4,1,-1,-35.2,1,1,1665,5,0,-3,-1,1
-1,-33,2,4.6,-1,1,-2394,-3,0,1,-1,0
1,8,4,5.4,1,-1,-133,-3,1,0,7,0
-2,-37,0,16.2,1,-1,-778,1,1,3,3,1
-2,-18,1,1.2,1,0,-1951,-3,0,1,0,1
8,37,1,10.4,1,0,3230,5,1,2,99,1
4,26,-1,106.6,1,0,972,1,1,0,-200,1
-10,-90,2,7.4,-1,0,-5574,-7,0,2,0,0
-3,14,0,-1.8,1,0,445,4,0,0,-5,0
-4,46,1,79.2,-1,1,1921,4,1,2,-17,0
-11,-3,-2,51.0,-1,0,-3463,-8,0,0,17,0
-2,1,0,-13.6,1,1,-1141,-2,-1,1,-8,1
4,-6,-1,28.4,1,0,638,4,1,-4,-1,0
6,-24,1,-5.8,1,-1,1973,5,1,-2,42,0
-4,-14,-1,-69.4,-1,-1,-1022,-1,1,-3,-1,0
13,2,1,-37.8,1,0,1581,4,-1,-3,26,1
1,-23,1,-22.6,-1,1,-501,0,-1,0,-18,1
-6,-2,2,80.6,-1,1,-739,-2,0,3,27,1
0,-3,0,-20.4,-1,-1,-3,-1,2,-1,-1,1
-3,28,1,22.2,-1,0,-872,-5,0,-4,0,0
3,-20,-1,-21.4,-1,0,1485,4,0,2,1,1
-2,17,1,10.2,-1,0,616,0,1,-3,-17,1
-11,-8,0,41.6,-1,0,-2049,-5,-2,-1,-27,0
2,-28,1,-9.4,1,-1,-573,-1,0,2,-7,0
-5,15,2,-39.0,1,1,-1072,-4,-1,2,-3,0
5,57,2,79.6,-1,0,4411,7,3,-2,30,1
7,-2,0,-13.8,1,1,1743,4,1,2,-1,1
1,-31,1,3.0,1,0,-882,0,0,4,20,0
2,10,1,53.0,-1,0,404,0,-1,1,4,1
7,-2,1,-23.2,-1,0,1815,4,0,6,-19,0
-2,-18,-1,4.0,-1,-1,-1737,-7,0,2,-21,0
-4,19,2,-21.8,1,0,-667,-2,-1,0,17,1
2,-1,0,32.0,-1,-1,4,-2,0,1,-4,0
1,5,-1,-52.2,-1,0,543,1,0,0,1,0
-3,-63,1,11.2,-1,0,-2755,-4,-2,-6,26,0
3,46,0,-43.6,1,1,2903,8,2,4,1,1
7,11,2,-77.4,1,0,3696,7,2,-2,4,1
-1,-56,-2,6.4,-1,0,-3038,-7,-2,2,-8,0
1,-43,-2,-85.4,-1,0,-2441,-3,-1,0,-1,0
0,-5,0,27.0,1,0,-659,0,-1,3,-2,1
-3,0,1,-82.8,-1,0,-2884,-6,-4,-2,-4,1
0,6,0,17.2,-1,-1,-80,-2,0,2,0,1
-9,26,-1,-4.2,-1,0,-882,-2,1,0,1,0
1,-53,-2,-35.8,-1,1,-3210,-5,-1,1,-1,0
-9,61,1,17.4,1,0,321,-2,3,0,-4,1
2,-9,-2,-99.0,1,1,-489,0,-3,1,2,1
-10,-29,2,42.6,1,0,-2904,-5,1,1,4,0
2,-81,0,39.0,1,0,-1502,0,-1,0,-19,0
9,-3,1,-87.0,1,0,2382,6,1,0,-6,1
-2,-13,-1,-1.2,1,0,-2253,-3,-1,-1,-6,0
-6,-4,-1,-12.8,-1,1,-1795,-5,0,-1,13,0
-5,-26,1,15.6,-1,0,-2155,-4,-1,0,-17,0
-1,35,-3,-26.4,1,0,994,1,1,3,-4,1
1,34,-1,-78.4,-1,-1,1946,2,0,-2,6,1
-2,-16,-2,-30.6,-1,0,-1533,-3,-3,-3,3,0
-1,14,1,-8.8,1,0,765,2,0,-2,-4,1
-3,16,2,5.4,1,1,856,2,1,-3,3,0
-6,5,0,-18.0,-1,0,-1517,-3,1,2,-18,0
7,-23,-1,26.6,1,-1,-410,2,-1,3,-6,0
-7,-49,1,-34.0,-1,-1,-2755,-4,0,-1,-37,0
7,36,2,20.6,1,1,3300,8,2,1,3,1
5,5,-1,-66.2,1,0,926,2,-1,4,-30,1
2,49,2,-35.0,1,0,2295,4,1,0,3,1
11,25,1,93.6,-1,0,4758,10,1,-2,22,1
-5,-3,0,-62.2,1,-1,91,0,2,-2,1,0
-9,21,-2,-23.8,1,-1,-950,-3,1,-2,-2,0
-6,-5,-1,-12.4,-1,-1,-2834,-6,0,-2,-4,1
2,-20,-2,-33.8,-1,-1,-241,0,0,1,5,0
-2,10,1,13.2,-1,0,-1573,-5,0,-1,-21,0
-2,-22,2,28.2,1,0,-194,-1,0,-2,-68,1
-5,7,-2,-12.0,1,0,-1205,-3,0,0,0,1
3,8,2,22.8,-1,0,2093,6,2,-1,3,1
-4,-20,0,-14.0,1,0,-2777,-6,0,1,-1,1
5,2,2,92.2,-1,1,1007,1,0,3,16,1
5,27,-1,-82.8,-1,0,2066,3,1,2,43,0
-7,-3,1,6.2,1,0,-2005,-4,1,-2,-4,1
5,17,1,16.2,1,0,3367,9,1,-3,0,1
9,39,0,53.4,1,1,3491,10,0,-2,0,1
2,-9,0,-40.2,-1,-1,-1118,-4,-1,0,-2,0
4,-3,0,79.8,1,-1,2348,5,2,1,6,1
-5,38,-1,-11.0,1,1,-32,-1,0,-2,2,1
-1,-4,0,30.6,1,-1,-312,-1,2,-1,2,1
-4,-54,-1,-29.8,-1,-1,-2364,-3,-2,1,1,0
-4,-5,3,120.6,1,-1,-521,-2,2,-1,-55,0
1,-5,0,-63.6,-1,1,653,0,2,4,44,0
-3,-61,0,6.2,-1,0,-1591,0,-1,7,-4,0
7,4,-1,-32.6,1,0,426,1,2,3,8,0
5,-27,0,-9.2,-1,-1,455,2,0,4,-7,0
6,58,0,-81.6,1,1,1595,0,2,1,1,1
-1,5,-1,-88.2,1,1,-43,1,0,4,-3,1
12,10,1,-43.0,-1,0,1432,1,0,0,0,1
7,7,-2,-71.8,-1,1,2255,4,1,-3,-2,1
-13,-2,-1,-63.6,1,-1,-1988,-3,0,2,53,0
-4,12,1,83.6,1,0,-487,0,1,2,-15,0
5,-67,0,-61.0,-1,-1,-1492,0,-1,1,5,1
2,27,0,-18.6,-1,0,511,-2,1,2,1,0
-3,-5,1,-90.0,1,-1,-735,-1,0,-1,-20,0
-2,-11,0,80.8,1,1,-439,0,-1,-1,1,1
-8,-13,-1,-3.0,1,-1,-1336,-3,1,-5,29,1
3,38,1,66.2,-1,0,625,1,1,3,9,1
-7,-45,0,-36.2,-1,-1,-3546,-6,1,-4,-17,0
-2,33,-1,-85.2,-1,0,252,-1,0,-1,-2,0
6,1,1,-4.6,-1,0,1750,6,-1,0,95,1
2,18,2,86.6,1,0,2105,4,2,-1,4,0
3,-32,-2,-14.6,-1,0,-476,0,-1,-3,-6,0
0,-18,-2,-69.8,-1,0,-465,-1,-1,-2,1,0
1,-13,1,19.2,-1,-1,-315,0,0,-2,9,1
-3,-16,0,-98.4,-1,0,-2222,-4,1,-4,-2,0
-10,-43,-1,14.4,-1,0,-4131,-9,-1,-2,68,0
-9,-22,0,-1.4,-1,0,-3730,-7,-1,4,-4,0
4,19,-1,-0.4,1,1,701,2,1,1,67,0
4,-9,2,31.4,1,1,365,1,0,2,1,1
-2,11,-1,34.0,1,0,11,1,-1,3,-5,1
-1,-1,4,13.0,-1,-1,83,0,0,-4,1,1
2,-37,-1,-33.8,-1,-1,54,2,0,2,-6,0
-7,21,-1,59.8,1,0,25,-2,1,-2,-16,1
0,16,2,28.4,1,-1,2692,7,0,2,-3,1
-4,-7,-2,-0.6,1,0,-1159,-2,1,-4,20,0
-6,13,-1,-36.8,1,0,-973,-2,-1,0,-2,1
6,-5,0,140.0,1,0,2801,6,1,1,3,1
-4,-4,0,1.4,-1,0,-1395,-4,1,-1,-1,0
-1,-41,0,15.6,-1,0,-1409,0,-1,-1,-12,0
-5,6,-2,-81.8,-1,0,-1394,-4,0,3,-5,1
9,1,0,16.0,1,-1,2413,5,1,1,2,0
-4,-30,-1,-39.0,-1,0,-2420,-4,-1,0,1,0
2,21,0,-9.4,1,-1,1357,2,0,-1,-3,1
0,-7,2,17.6,-1,0,1308,2,1,-2,1,1
3,37,-2,-60.8,-1,1,1597,2,0,0,6,1
-1,-4,2,34.6,-1,0,-1508,-2,0,-4,-21,1
-8,2,0,30.4,-1,1,-1538,-3,1,-2,-13,1
-3,-37,-2,-53.8,-1,0,-2899,-6,-1,0,-3,0
1,0,-1,2.8,-1,-1,897,3,-1,2,-12,0
12,58,0,1.4,1,0,5973,10,4,-1,79,1
1,-20,-2,1.4,1,-1,334,3,-2,1,-2,0
-2,-12,-2,22.6,1,0,231,2,-2,1,12,1
8,-3,-1,57.4,1,-1,2825,5,1,-1,19,1
-1,-1,0,-22.4,-1,0,-497,-1,0,3,0,1
-13,-7,2,65.4,1,0,-3021,-5,-1,-1,-3,0
1,6,0,-24.0,1,0,-848,-3,0,2,1,0
8,-8,-2,20.8,1,0,1451,3,0,-1,5,0
-2,48,0,-9.6,1,0,1352,1,1,2,88,1
2,-18,2,-10.8,-1,-1,-1358,-5,-1,-4,-16,1
-8,-5,0,-3.4,1,0,-573,-1,0,1,21,1
0,-30,0,-5.0,-1,0,26,1,0,-1,-2,1
-3,-11,0,39.4,1,-1,-735,-2,0,-2,0,0
2,9,0,1.0,1,0,958,2,-1,0,-4,1
0,26,0,-8.8,1,0,1006,2,3,1,-4,1
-1,15,0,1.8,-1,-1,638,1,0,3,-96,1
8,-11,1,-23.6,1,1,2499,6,0,-3,-7,1
-17,-19,0,-1.2,1,-1,-4878,-12,0,1,-8,0
4,19,0,-28.2,-1,0,1693,4,0,-1,2,1
-4,-12,2,8.2,1,-1,-1414,-3,0,-1,-5,1
0,27,2,4.8,1,1,1071,2,0,3,-13,0
7,0,-1,-27.6,1,-1,1465,5,-1,7,-17,1
0,4,-1,-29.8,1,0,1153,1,0,-1,5,1
-6,18,-1,-10.8,-1,1,-1436,-4,-2,-5,2,1
2,-7,0,-1.6,1,0,164,1,1,-2,5,1
1,13,1,-10.6,1,-1,1297,3,0,-3,5,1
0,-17,0,-0.8,-1,0,563,2,0,2,-1,1
-2,49,-1,7.8,-1,-1,2277,3,-1,1,21,1
11,-30,-2,-2.6,1,0,1126,5,-1,0,98,1
-2,15,1,-1.6,-1,0,-33,-1,0,-4,1,0
0,-28,0,3.2,1,-1,-991,0,0,-1,-18,0
5,-2,0,18.6,1,-1,2187,5,0,-1,1,1
3,-13,-2,1.2,-1,-1,229,1,0,0,-20,0
13,12,-3,-28.8,-1,0,2054,5,0,4,1,0
0,35,0,-4.4,1,0,1292,2,1,1,100,1
15,26,0,-44.6,1,-1,4518,8,0,7,-8,1
1,4,0,-1.8,1,0,1441,3,-1,-2,-16,1
-4,-3,-2,-57.6,1,-1,92,-1,2,3,-5,0
12,4,0,15.2,1,1,2257,7,-1,-2,26,1
-5,-42,1,-7.0,-1,-1,-2570,-5,-1,-1,-2,1
-2,11,-3,-40.8,-1,-1,-354,-3,1,3,-15,1
13,8,1,25.0,-1,1,2211,5,-1,3,0,1
-2,-28,0,-2.4,-1,-1,-1611,-2,-1,-2,-4,0
3,-25,0,-6.2,1,0,345,2,-1,0,0,0
-1,-31,0,-0.2,-1,0,-57,2,-1,2,87,1
4,-2,0,105.0,1,1,667,2,0,1,58,1
0,-9,-3,-8.2,1,0,633,2,0,2,0,1
3,60,0,-8.0,-1,1,2225,3,0,3,3,1
9,-25,1,31.6,1,-1,2490,7,-1,4,-2,1
11,12,-2,-26.6,1,0,4104,10,-1,0,-4,1
-7,31,2,22.2,-1,0,-1728,-5,0,1,-20,0
-6,-16,1,-25.4,1,1,-4076,-8,0,4,-121,0
-5,13,-2,-0.6,-1,-1,303,0,0,-2,-19,0
-7,-1,-2,4.6,-1,0,-2518,-4,0,0,353,0
5,-7,0,-40.4,1,0,2033,6,0,2,2,1
1,10,0,-30.8,-1,-1,1281,0,4,-1,5,1
-6,12,1,-23.8,-1,-1,-1266,-5,0,0,-4,0
-4,16,0,-7.2,1,0,-1204,-4,0,0,-1,1
-1,11,0,25.2,-1,0,404,1,0,2,58,1
10,-4,0,23.4,1,-1,3348,7,1,4,75,1
-3,-24,2,67.2,-1,0,-1078,-2,0,-3,-19,0
0,-8,0,17.6,-1,-1,-386,-3,-2,-1,-201,0
-5,-62,-1,-46.6,1,1,-3298,-5,-3,-2,0,0
-10,-21,0,22.4,1,0,-3879,-7,0,-2,-25,0
0,10,0,-20.8,1,-1,1287,3,0,-1,4,0
19,-27,-1,-20.4,1,-1,4060,9,1,0,0,0
3,-23,-1,-77.4,-1,0,-679,-2,0,-1,-73,1
-2,27,1,5.8,1,-1,324,-1,0,-3,3,0
4,-3,2,34.4,1,0,1190,3,0,0,-149,0
0,25,-1,21.0,-1,0,16,-2,0,0,-2,1
-11,-25,-3,-45.2,-1,0,-3298,-8,1,-3,-10,0
-2,32,2,62.2,1,0,-2178,-6,-1,-4,-14,0
-5,8,1,79.6,-1,-1,-1057,-2,1,-3,-15,0
5,-42,2,10.2,1,-1,-1517,0,-1,2,-2,0
-11,-52,-1,-1.2,-1,-1,-5216,-11,0,2,-7,0
5,-11,2,-49.0,1,1,1196,4,2,-3,0,1
1,10,1,29.8,-1,0,-386,-2,0,-1,-88,0
5,0,1,-7.2,-1,0,1411,4,1,-2,0,0
-11,-18,2,50.4,-1,-1,-3299,-8,-1,-4,104,0
1,24,-1,93.8,-1,0,1277,2,-1,0,1,0
-5,26,0,-94.8,-1,0,525,0,-1,0,40,1
-5,-23,1,-28.4,-1,0,-2536,-5,-1,-3,-139,0
-6,21,1,3.0,-1,-1,-311,-2,0,0,-9,1
-2,47,1,27.4,1,-1,926,0,0,-1,0,0
9,-8,2,21.4,-1,1,2786,6,0,-2,8,1
-5,35,-2,-44.6,1,-1,748,1,1,4,-2,0
5,-16,0,31.0,-1,1,1454,3,1,0,-10,1
-12,-2,-2,-44.0,-1,-1,-3345,-9,-1,-2,5,0
-7,-2,0,5.6,-1,0,-2572,-7,0,-1,-113,0
14,-36,0,17.2,-1,1,1700,6,-1,-1,1,1
-7,4,-1,36.6,-1,0,-1246,-3,0,0,9,0
3,7,-1,-35.2,1,0,850,2,1,-4,0,1
-2,32,0,-3.0,1,-1,436,1,0,4,-6,1
2,1,1,-25.4,-1,-1,239,-1,0,1,-2,1
-5,-29,-2,-15.8,-1,1,-1837,-1,-1,-6,3,0
-1,31,-2,-62.8,1,0,340,0,1,-1,-186,0
-2,18,1,13.4,-1,0,1295,2,2,-1,-14,1
3,28,0,6.4,1,-1,3595,8,3,4,4,1
10,8,-2,-52.4,1,0,1859,6,0,-1,-3,1
-8,20,-1,-5.0,1,0,-493,-2,1,-1,-2,0
5,5,0,-59.4,1,0,2283,4,0,2,-94,1
10,12,0,-5.2,1,0,679,3,0,-2,2,1
-3,-1,1,40.0,1,-1,300,0,2,-1,-14,0
2,8,-1,-18.4,1,-1,707,1,0,-3,3,0
2,24,0,24.8,1,0,1155,3,0,0,-1,1
-4,-29,-1,-17.6,1,0,-464,1,-2,0,-2,0
-9,-11,0,15.8,-1,0,-1321,-3,-1,1,-40,0
-2,34,-2,-24.4,1,-1,1789,2,0,-1,-9,1
7,17,1,-17.8,-1,1,2037,3,0,0,11,1
8,22,2,102.4,1,0,2856,7,2,-1,-15,1
2,17,0,2.2,-1,0,1945,4,0,-5,0,1
5,-14,2,44.6,1,1,1405,3,-1,-2,44,1
0,-5,-1,-29.4,-1,0,-745,-2,-1,1,-2,1
4,4,-2,-6.2,1,0,1180,3,0,1,-4,1
1,52,3,72.4,-1,-1,1552,1,1,-1,1,1
5,14,-1,5.2,-1,0,1064,2,0,-2,6,0
3,-32,2,40.0,-1,0,392,1,-1,-1,2,0
7,68,0,-15.2,-1,-1,2285,3,0,-1,5,1
-1,-6,2,49.6,-1,0,-125,0,0,-2,0,0
5,33,1,45.4,1,-1,2589,4,3,2,-13,1
5,31,1,27.6,1,-1,1539,2,0,0,5,1
7,-51,0,-45.8,1,1,186,3,0,-4,1,1
5,24,-1,-65.6,1,-1,2336,4,0,1,11,1
-1,16,-1,-16.2,1,-1,-16,0,0,-2,0,1
-13,-76,-1,11.4,-1,0,-5748,-10,-2,2,-5,0
9,-35,-1,40.0,1,0,1609,5,0,0,106,1
0,-31,-1,1.6,1,-1,-454,1,-1,-3,5,0
-4,4,-1,6.8,-1,-1,-887,-1,0,-1,-2,0
-6,29,2,49.2,-1,0,-2033,-7,-1,-1,7,0
5,-29,1,33.8,1,0,358,1,0,-7,-13,0
1,-1,2,21.6,1,0,1916,4,0,3,2,1
5,-2,1,1.6,-1,0,2274,4,-1,1,1,1
4,4,1,-2.4,-1,-1,859,2,-1,-2,23,1
1,17,-2,-26.8,1,0,-588,-2,0,3,21,0
0,-13,-1,-48.6,1,1,-870,-1,-1,-3,2,0
3,-53,2,11.6,-1,1,-651,1,0,-5,5,1
2,45,1,-3.6,1,0,2038,3,1,-1,-5,1
-3,-13,0,-27.2,-1,0,-423,-1,1,2,9,0
7,28,-1,-40.2,1,0,2065,4,-1,3,-22,0
4,-16,2,35.8,1,-1,800,3,-1,-1,1,0
-2,9,-1,-17.2,1,1,-618,1,-1,-8,-20,1
7,26,-1,-87.6,-1,0,2465,6,-1,0,-3,1
1,-28,1,60.0,-1,0,-285,1,-1,0,-21,0
5,-55,-1,-25.6,1,-1,-727,-2,0,-3,-149,0
0,-3,1,-30.0,0,0,-64,0,0,0,0,1
-10,-31,-1,-22.2,-1,0,-2959,-6,-1,-3,0,0
-5,-6,0,12.0,-1,0,35,-1,0,-2,-12,1
0,-1,2,54.4,0,0,-21,0,0,0,0,0
-10,-42,4,13.8,1,0,-3715,-6,-1,-3,169,0
3,-33,-2,1.8,-1,0,84,2,-1,-4,2,1
6,-5,0,-8.2,1,1,785,4,-1,-1,2,1
7,7,0,26.6,1,-1,2751,6,1,-1,-4,1
2,-5,-1,11.4,1,0,577,2,-1,1,27,0
2,-18,1,4.0,-1,-1,486,2,0,-2,1,0
10,-3,0,-4.8,-1,1,1068,1,0,3,-16,1
0,3,0,-102.8,-1,0,312,0,-1,0,-15,0
-11,-42,-1,-7.6,-1,-1,-3413,-6,0,-6,-10,0
1,-1,2,17.0,1,1,678,0,0,-1,-3,1
-8,-35,-2,-33.6,-1,-1,-4260,-8,-3,-3,-2,0
0,-39,-2,-35.8,-1,0,-1325,-1,-2,-2,5,0
-13,-5,0,-12.6,1,0,-3178,-9,0,-1,-5,0
8,10,1,34.0,-1,1,723,1,0,1,-1,0
0,28,-1,-7.8,-1,1,907,0,0,3,-10,1
3,-36,-1,26.6,-1,0,831,2,1,-3,-24,1
-2,-15,-1,0.0,1,0,-865,-1,0,1,1,1
-2,-50,-1,-113.4,-1,0,-2493,-3,-1,2,76,0
-9,-10,0,-17.8,1,-1,-2444,-5,-1,1,13,0
13,34,2,14.4,1,0,3960,7,0,-2,5,0
-2,19,-1,-5.0,-1,0,-316,-1,0,2,-4,1
-7,-13,1,-18.2,-1,0,-3498,-7,0,2,7,0
-6,8,1,1.0,-1,0,-2467,-8,0,-2,19,0
-6,8,-2,-121.2,1,0,-1625,-3,1,-3,5,0
7,5,1,-12.4,-1,0,1993,3,0,0,-19,1
-3,19,0,-5.0,-1,0,-1174,-6,0,1,9,0
-3,45,-1,-20.2,1,0,1607,4,0,1,22,1
-5,-15,0,2.0,-1,0,-2134,-5,0,3,14,0
10,19,0,-11.4,1,-1,3277,4,2,3,11,0
-2,43,1,137.4,1,0,258,-2,1,0,-2,0
-6,-4,-3,-4.8,-1,-1,-2980,-7,0,0,-6,0
1,19,1,-15.8,1,-1,757,2,2,3,-29,1
8,-20,-2,-32.4,1,0,1444,5,-1,-4,-18,0
13,-20,3,17.6,-1,0,1518,5,0,-1,-6,0
-11,-46,-2,-65.0,-1,0,-4488,-9,-1,3,9,0
1,6,-1,57.4,1,0,307,0,0,2,1,0
7,-13,3,4.2,1,0,1855,6,0,1,7,1
-2,3,2,-103.0,1,0,196,1,0,-1,-1,0
5,27,2,23.2,1,-1,2309,2,1,0,77,1
-8,20,1,-39.0,1,0,-795,-2,0,1,121,1
-3,13,2,22.0,-1,-1,-1032,-5,1,-1,-4,0
1,-34,1,42.0,1,0,-886,1,0,1,-2,0
-6,16,0,153.0,-1,-1,-1256,-4,-1,4,-10,1
-6,7,-1,-20.4,1,0,-1718,-4,0,5,-7,0
10,-14,-1,68.0,1,-1,303,4,0,1,-12,1
12,-33,1,4.8,1,0,2422,8,1,-3,0,1
-4,-6,1,108.2,-1,0,-1822,-4,2,1,-1,0
0,-34,-2,56.6,1,0,-18,1,1,0,4,0
-11,-40,-1,24.2,1,0,-4180,-8,-1,0,-8,0
-7,9,-2,-72.8,-1,1,-1505,-4,0,-6,26,0
0,-1,-2,-17.8,0,0,-12,0,0,0,3,0
2,-27,0,-24.4,1,1,139,1,0,0,-1,0
1,4,0,7.0,1,0,638,2,0,3,94,0
-1,2,-2,-103.6,-1,1,240,0,-1,15,-28,0
-5,-65,-1,-17.2,-1,-1,-4554,-7,-3,0,6,0
2,5,0,-68.8,-1,0,331,0,1,-1,-10,1
15,11,0,-5.6,-1,0,1371,2,0,-3,13,1
1,31,1,20.8,1,0,751,1,0,0,3,0
2,-2,-2,-9.8,1,-1,211,1,-2,3,-4,0
-9,30,0,0.8,-1,0,-482,-3,1,-4,3,0
1,-11,0,-74.4,-1,-1,-392,0,-2,0,17,0
-2,-19,1,4.0,-1,-1,685,2,-1,2,-61,1
-7,14,-2,-3.2,1,1,-251,-1,-1,6,-4,0
3,-6,3,2.4,-1,1,521,2,0,0,-24,1
7,9,2,-31.8,1,0,3083,5,0,3,-2,1
-1,24,-1,-23.8,-1,-1,2395,3,0,-2,0,0
6,-6,1,-40.8,1,-1,2037,5,1,0,4,1
0,0,-3,-17.0,0,0,-10,0,0,0,-1,1
-1,31,2,43.8,1,-1,1478,2,0,2,2,1
4,-2,0,1.0,1,0,1114,4,1,0,-198,0
2,45,2,87.6,-1,0,1713,1,2,3,-4,1
-4,27,-1,-60.6,-1,0,362,-2,1,3,-3,0
-1,25,-2,-106.0,1,0,747,1,1,0,-6,1
1,23,1,34.0,1,0,1180,2,1,3,-13,1
-4,-4,1,30.8,-1,-1,-826,-2,0,-1,-5,0
3,-12,0,17.4,1,0,607,2,0,3,1,0
-1,-19,-1,32.0,-1,0,-409,-1,0,2,-21,1
3,-20,0,-1.6,1,1,-442,0,1,4,1,0
-11,-16,1,-32.8,-1,-1,-2439,-7,1,-2,-71,0
-16,19,1,-39.4,-1,1,-3456,-8,1,0,-4,0
-10,9,-2,-21.4,-1,0,-2391,-5,-2,1,5,0
-1,24,-1,-54.2,1,0,-925,-4,0,3,-21,0
3,42,1,103.4,1,0,1990,2,1,-2,9,1
5,-30,1,2.2,-1,0,18,1,1,1,-1,0
-8,-17,0,1.4,-1,0,-2430,-5,0,-1,18,1
-1,-53,0,100.2,-1,0,-2181,-2,-2,2,100,0
6,35,2,-1.4,-1,-1,2226,2,0,0,-6,0
-8,-4,0,7.4,-1,0,-2668,-5,-3,3,-10,0
6,38,1,-44.4,1,0,3054,5,0,2,-19,1
11,-11,0,31.6,1,0,2784,6,1,-2,21,1
2,23,0,4.8,1,-1,1050,1,0,1,-10,1
5,-42,0,4.6,1,0,1410,5,-1,-3,7,0
9,-22,1,7.8,-1,-1,1580,3,0,-11,25,1
-3,-12,2,5.2,1,-1,-844,1,0,-3,1,0
-7,-67,0,-1.6,1,0,-4010,-8,-4,-1,8,0
-3,-50,1,94.2,-1,0,-2411,-4,1,2,15,1
8,-4,2,-37.8,1,1,3306,9,0,1,3,1
7,8,1,-1.6,1,0,1519,4,1,-3,3,1
4,-40,1,-11.6,1,1,-322,0,-3,-3,25,0
-2,-29,2,4.8,-1,0,-1337,-2,-1,2,14,0
-6,7,0,5.2,-1,1,-1952,-3,0,-3,0,0
3,-39,-1,-1.4,-1,0,-492,-1,-1,-3,14,0
-2,-62,1,12.8,1,-1,-2700,-2,-4,-4,5,0
-1,-1,1,14.8,-1,-1,-421,-3,0,4,-64,0
-5,0,-3,-14.4,-1,-1,-607,-3,0,1,91,0
-6,-14,4,10.4,1,0,-439,1,2,1,0,0
4,0,1,-14.6,1,0,385,-1,0,1,-79,1
-4,0,0,-26.6,-1,-1,-671,-2,-2,-2,2,1
-1,5,0,4.0,-1,0,-628,-2,0,1,1,1
-2,-9,-1,2.6,-1,-1,710,2,2,-4,-32,1
8,-6,1,12.0,1,0,2916,6,-1,-1,0,1
3,-32,-1,-11.0,-1,-1,415,1,2,2,68,1
2,5,-1,-110.8,-1,0,1718,3,2,-3,17,1
-3,19,-1,14.4,-1,0,1238,2,1,-3,4,1
5,30,0,-4.2,1,0,3832,7,0,3,-16,1
-3,49,-3,-9.4,-1,-1,36,-2,1,4,0,1
1,11,0,2.8,-1,1,588,-2,1,-1,4,0
8,4,0,-38.8,-1,0,1908,4,0,-1,-2,0
0,30,1,-88.0,1,1,1136,3,0,2,-19,1
-2,16,0,-19.8,-1,0,440,1,0,-3,-140,1
1,33,0,71.2,1,-1,1537,2,1,3,-4,0
-3,10,2,2.0,-1,0,701,1,1,4,-23,1
-1,-19,0,-11.4,-1,1,-985,-1,0,1,-2,0
-2,4,-1,-56.8,-1,1,-588,-1,0,1,-87,0
1,-5,0,-16.8,1,0,291,3,2,2,-16,1
-1,-40,2,4.8,-1,0,-1710,-2,0,1,-3,0
-3,-38,1,73.4,1,0,-2238,-5,0,1,27,0
4,-13,0,4.2,1,-1,1713,5,0,-4,3,1
