matchId,blue_gold,red_gold,blue_cs,red_cs,blue_kills,red_kills,blue_deaths,red_deaths,blue_assists,red_assists,blue_dragons,red_dragons,blue_heralds,red_heralds,blue_wards_placed,red_wards_placed,blue_wards_killed,red_wards_killed,blue_towerplates,red_towerplates,first_blood_blue,first_blood_red,first_dragon_blue,first_dragon_red,first_tower_blue,first_tower_red,frames_used,duration_ms_covered,gold_diff,cs_diff,kill_diff,death_diff,assist_diff,dragon_diff,herald_diff,wards_placed_diff,wards_killed_diff,towerplates_diff
KR_7746077168,16655,14615,253,281,9,3,3,9,14,2,0,1,0,0,16,35,0,1,0,1,1,0,0,1,0,0,10,540233,2040,-28,6,-6,12,-1,0,-19,-1,-1
KR_7746087501,15078,14220,255,246,5,4,4,5,7,3,0,0,0,0,29,17,3,4,1,0,1,0,0,0,0,0,10,540274,858,9,1,-1,4,0,0,12,-1,1
KR_7746093516,18895,14053,294,288,12,1,1,12,17,0,0,0,0,0,13,15,3,2,1,1,1,0,0,0,0,0,10,540211,4842,6,11,-11,17,0,0,-2,1,0
KR_7746103785,14248,15150,274,261,2,5,5,2,3,6,0,1,0,0,59,15,3,6,0,2,0,1,0,1,0,0,10,540211,-902,13,-3,3,-3,-1,0,44,-3,-2
KR_7746148049,17371,13324,305,256,8,2,2,8,10,2,1,0,0,0,14,45,4,2,2,0,1,0,1,0,0,0,10,540211,4047,49,6,-6,8,1,0,-31,2,2
KR_7746196132,12977,16101,248,276,1,7,7,1,1,5,0,0,0,0,31,16,1,5,0,0,0,1,0,0,0,0,10,540190,-3124,-28,-6,6,-4,0,0,15,-4,0
KR_7746214510,17081,14758,259,229,9,5,5,9,17,9,0,0,0,0,18,16,1,1,0,0,1,0,0,0,0,0,10,540241,2323,30,4,-4,8,0,0,2,0,0
KR_7746263718,16098,16614,260,266,7,8,8,7,12,13,0,0,0,0,105,42,5,3,1,1,0,1,0,0,0,0,10,540261,-516,-6,-1,1,-1,0,0,63,2,0
KR_7746275746,15825,17829,243,258,7,13,13,7,9,21,0,0,0,0,10,39,5,2,1,2,0,1,0,0,0,0,10,540122,-2004,-15,-6,6,-12,0,0,-29,3,-1
KR_7746289691,16860,13339,264,269,9,1,1,9,11,0,0,0,0,0,39,17,0,2,1,2,1,0,0,0,0,0,10,540263,3521,-5,8,-8,11,0,0,22,-2,-1
KR_7746299521,17792,13771,261,226,11,5,5,11,10,3,0,0,0,0,18,35,2,2,3,0,0,1,0,0,0,0,10,540202,4021,35,6,-6,7,0,0,-17,0,3
KR_7746313058,16355,17319,230,261,9,10,10,10,10,11,0,0,0,0,17,12,1,3,0,1,0,1,0,0,0,0,10,540239,-964,-31,-1,0,-1,0,0,5,-2,-1
KR_7746321003,15327,14150,256,240,6,5,5,6,5,3,0,1,0,0,25,121,0,2,0,0,1,0,0,1,0,0,10,540279,1177,16,1,-1,2,-1,0,-96,-2,0
KR_7746328519,16101,14726,282,263,6,4,4,6,6,4,0,0,0,0,33,25,3,1,1,0,1,0,0,0,0,0,10,540217,1375,19,2,-2,2,0,0,8,2,1
KR_7746328992,15969,14477,271,263,7,4,4,7,7,4,0,1,0,0,14,31,2,2,0,0,1,0,0,1,0,0,10,540202,1492,8,3,-3,3,-1,0,-17,0,0
KR_7746339985,14374,15943,239,268,4,7,7,4,3,5,0,0,0,0,12,19,2,2,0,1,0,1,0,0,0,0,10,540198,-1569,-29,-3,3,-2,0,0,-7,0,-1
KR_7746345723,14472,17873,232,240,5,13,13,5,3,15,0,1,0,0,17,15,5,6,1,0,1,0,0,1,0,0,10,540241,-3401,-8,-8,8,-12,-1,0,2,-1,1
KR_7746353868,15418,16016,290,293,4,5,5,4,7,4,0,0,0,0,33,16,1,3,0,1,1,0,0,0,0,0,10,540246,-598,-3,-1,1,3,0,0,17,-2,-1
KR_7746363805,16036,14161,263,221,6,4,4,6,10,6,1,0,0,0,20,14,2,2,4,0,0,1,1,0,0,0,10,540215,1875,42,2,-2,4,1,0,6,0,4
KR_7746363962,17545,14127,315,274,8,2,2,8,4,3,0,0,0,0,17,38,5,2,2,0,1,0,0,0,0,0,10,540245,3418,41,6,-6,1,0,0,-21,3,2
KR_7746369895,13910,14688,261,272,2,4,4,2,2,7,0,0,0,0,15,24,2,5,0,0,0,1,0,0,0,0,10,540296,-778,-11,-2,2,-5,0,0,-9,-3,0
KR_7746377146,15787,14980,236,242,8,6,6,8,6,7,0,0,0,0,12,32,3,0,1,0,1,0,0,0,0,0,10,540241,807,-6,2,-2,-1,0,0,-20,3,1
KR_7746377869,15271,15125,231,260,6,4,4,6,8,7,0,0,0,0,14,31,3,0,1,0,1,0,0,0,0,0,10,540290,146,-29,2,-2,1,0,0,-17,3,1
KR_7746386442,16466,13562,263,193,10,4,4,10,10,4,1,0,0,0,12,15,2,1,0,0,1,0,1,0,0,0,10,540246,2904,70,6,-6,6,1,0,-3,1,0
KR_7746391186,14573,14029,273,261,4,3,3,4,3,2,1,0,0,0,17,16,3,1,0,0,1,0,1,0,0,0,10,540246,544,12,1,-1,1,1,0,1,2,0
KR_7746403915,14422,15653,281,273,3,5,5,3,2,6,0,0,0,0,37,41,7,3,0,1,1,0,0,0,0,0,10,540208,-1231,8,-2,2,-4,0,0,-4,4,-1
KR_7746406437,16016,15323,275,286,7,5,5,7,10,4,0,0,0,0,16,14,5,3,0,0,0,1,0,0,0,0,10,540224,693,-11,2,-2,6,0,0,2,2,0
KR_7746407414,14801,17883,265,279,4,10,10,4,5,9,0,0,0,0,33,18,6,4,0,0,1,0,0,0,0,0,10,540242,-3082,-14,-6,6,-4,0,0,15,2,0
KR_7746419762,14605,14122,300,267,2,3,3,2,3,3,0,1,0,0,13,14,2,3,1,0,0,1,0,1,0,0,10,540264,483,33,-1,1,0,-1,0,-1,-1,1
KR_7746425730,15329,14972,254,260,6,4,4,6,11,7,0,0,0,0,20,16,4,3,1,0,1,0,0,0,0,0,10,540223,357,-6,2,-2,4,0,0,4,1,1
KR_7746430331,17516,14038,284,230,11,3,3,11,10,2,0,1,0,0,15,12,2,2,0,0,1,0,0,1,0,0,10,540224,3478,54,8,-8,8,-1,0,3,0,0
KR_7746432613,14889,14427,253,263,6,4,4,6,2,5,0,1,0,0,21,19,2,6,1,0,1,0,0,1,0,0,10,540230,462,-10,2,-2,-3,-1,0,2,-4,1
KR_7746444159,15190,16613,252,251,5,9,9,5,7,8,0,0,0,0,12,16,5,0,1,2,0,1,0,0,0,0,10,540196,-1423,1,-4,4,-1,0,0,-4,5,-1
KR_7746447487,15387,14757,267,283,5,3,3,5,4,3,0,1,0,0,19,44,5,6,0,0,1,0,0,1,0,0,10,540274,630,-16,2,-2,1,-1,0,-25,-1,0
KR_7746453166,15344,16414,272,242,5,10,11,5,5,8,0,0,0,0,18,28,5,3,0,0,1,0,0,0,0,0,10,540212,-1070,30,-5,6,-3,0,0,-10,2,0
KR_7746466259,14038,14809,294,274,1,4,4,1,1,7,0,0,0,0,15,18,6,0,0,0,0,1,0,0,0,0,10,540249,-771,20,-3,3,-6,0,0,-3,6,0
KR_7746468500,14220,13943,255,248,4,3,3,4,5,2,1,0,0,0,17,17,1,3,0,1,0,1,1,0,0,0,10,540246,277,7,1,-1,3,1,0,0,-2,-1
KR_7746472787,14244,15100,255,238,4,6,6,4,5,5,0,0,0,0,15,18,4,5,0,1,0,1,0,0,0,0,10,540230,-856,17,-2,2,0,0,0,-3,-1,-1
KR_7746482446,14601,15199,239,275,4,6,6,4,8,5,0,1,0,0,11,74,5,1,0,0,0,1,0,1,0,0,10,540274,-598,-36,-2,2,3,-1,0,-63,4,0
KR_7746485929,14100,14924,265,266,4,5,5,4,0,2,0,0,0,0,40,148,1,3,1,2,1,0,0,0,0,0,10,540239,-824,-1,-1,1,-2,0,0,-108,-2,-1
KR_7746488889,16936,17259,255,283,10,10,10,10,8,10,1,0,0,0,15,17,2,3,1,0,0,1,1,0,0,0,10,540288,-323,-28,0,0,-2,1,0,-2,-1,1
KR_7746510499,14957,15593,277,277,5,5,5,5,1,5,0,0,0,0,18,15,3,7,0,0,1,0,0,0,0,0,10,540238,-636,0,0,0,-4,0,0,3,-4,0
KR_7746511667,14013,13376,305,296,1,0,0,1,0,0,0,0,0,0,37,19,4,2,0,0,1,0,0,0,0,0,10,540252,637,9,1,-1,0,0,0,18,2,0
KR_7746525555,14457,16044,277,230,3,9,9,3,2,12,1,0,0,0,16,22,2,1,1,1,1,0,1,0,0,0,10,540226,-1587,47,-6,6,-10,1,0,-6,1,0
KR_7746529683,16385,14672,269,290,8,3,3,8,11,2,1,0,0,0,35,17,2,3,0,0,1,0,1,0,0,0,10,540239,1713,-21,5,-5,9,1,0,18,-1,0
KR_7746542175,15558,14228,289,267,6,3,3,7,4,2,1,0,0,0,17,18,2,3,2,0,0,1,1,0,0,0,10,540196,1330,22,3,-4,2,1,0,-1,-1,2
KR_7746554829,14949,15031,256,236,6,6,6,6,3,8,0,0,0,0,18,27,2,0,0,0,1,0,0,0,0,0,10,540222,-82,20,0,0,-5,0,0,-9,2,0
KR_7746564877,14711,14460,288,281,3,2,2,3,3,2,0,0,0,0,15,14,3,3,0,2,0,1,0,0,0,0,10,540198,251,7,1,-1,1,0,0,1,0,-2
KR_7746583726,18240,14338,239,229,14,6,6,14,14,2,0,1,0,0,17,44,4,3,2,0,0,1,0,1,0,0,10,540216,3902,10,8,-8,12,-1,0,-27,1,2
KR_7746597811,14076,14644,240,282,3,3,3,3,4,3,0,0,0,0,16,16,3,2,0,0,0,1,0,0,0,0,10,540209,-568,-42,0,0,1,0,0,0,1,0
KR_7746599754,15496,13384,297,261,4,2,2,4,1,0,0,1,0,0,17,40,2,6,3,0,0,1,0,1,0,0,10,540282,2112,36,2,-2,1,-1,0,-23,-4,3
KR_7746612818,15978,14677,268,257,7,4,5,7,7,4,0,0,0,0,12,16,3,1,1,1,1,0,0,0,0,0,10,540232,1301,11,3,-2,3,0,0,-4,2,0
KR_7746622921,15808,15137,266,272,5,3,3,5,9,6,0,0,0,0,16,20,6,1,1,0,1,0,0,0,0,0,10,540202,671,-6,2,-2,3,0,0,-4,5,1
KR_7746631212,14188,16332,229,272,5,7,7,5,4,6,0,0,0,0,13,55,2,1,0,3,1,0,0,0,0,0,10,540236,-2144,-43,-2,2,-2,0,0,-42,1,-3
KR_7746632510,15225,15716,263,246,6,6,6,6,8,7,0,0,0,0,12,26,3,3,0,1,1,0,0,0,0,0,10,540238,-491,17,0,0,1,0,0,-14,0,-1
KR_7746660540,7097,8204,104,140,0,1,1,0,0,0,0,0,0,0,6,6,0,0,0,0,0,1,0,0,0,0,7,330159,-1107,-36,-1,1,0,0,0,0,0,0
KR_7746673520,14196,15071,246,220,4,7,7,4,5,9,1,0,0,0,15,14,1,1,1,2,0,1,1,0,0,0,10,540223,-875,26,-3,3,-4,1,0,1,0,-1
KR_7746710038,14673,15877,233,253,4,7,7,4,7,10,0,0,0,0,16,16,4,5,2,1,0,1,0,0,0,0,10,540227,-1204,-20,-3,3,-3,0,0,0,-1,1
KR_7746711668,14581,15086,237,249,5,5,5,5,7,9,0,1,0,0,37,15,1,3,1,1,1,0,0,1,0,0,10,540235,-505,-12,0,0,-2,-1,0,22,-2,0
KR_7746711803,14554,16262,240,266,5,8,8,5,4,15,0,1,0,0,12,19,6,4,0,1,0,1,0,1,0,0,10,540190,-1708,-26,-3,3,-11,-1,0,-7,2,-1
KR_7746729026,14580,15375,278,265,3,5,5,3,4,8,0,0,0,0,29,14,1,6,0,1,1,0,0,0,0,0,10,540206,-795,13,-2,2,-4,0,0,15,-5,-1
KR_7746738122,16383,17534,245,236,8,12,12,8,7,10,0,0,0,0,13,15,0,2,2,1,1,0,0,0,0,0,10,540261,-1151,9,-4,4,-3,0,0,-2,-2,1
KR_7746741370,16288,16149,271,232,7,9,9,7,8,10,0,0,0,0,20,36,4,2,2,0,0,1,0,0,0,0,10,540279,139,39,-2,2,-2,0,0,-16,2,2
KR_7746757309,14962,13461,223,246,7,2,3,7,2,2,0,0,0,0,33,38,4,3,1,0,1,0,0,0,0,0,10,540231,1501,-23,5,-4,0,0,0,-5,1,1
KR_7746758152,16918,15264,236,246,12,7,7,12,17,4,1,0,0,0,13,32,1,2,3,1,1,0,1,0,0,0,10,540249,1654,-10,5,-5,13,1,0,-19,-1,2
KR_7746769049,15182,16375,266,264,6,9,9,6,2,10,0,0,0,0,18,15,3,2,0,0,0,1,0,0,0,0,10,540279,-1193,2,-3,3,-8,0,0,3,1,0
KR_7746769259,14020,14336,246,274,4,2,2,5,3,2,0,0,0,0,17,31,2,1,0,3,1,0,0,0,0,0,10,540106,-316,-28,2,-3,1,0,0,-14,1,-3
KR_7746771294,14607,16690,240,207,5,11,11,5,6,18,0,0,0,0,42,18,1,8,0,0,0,1,0,0,0,0,10,540245,-2083,33,-6,6,-12,0,0,24,-7,0
KR_7746783070,14278,14703,261,275,3,4,4,3,2,2,0,0,0,0,17,33,2,2,1,0,0,1,0,0,0,0,10,540246,-425,-14,-1,1,0,0,0,-16,0,1
KR_7746795930,13656,14251,290,283,1,2,2,1,0,1,1,0,0,0,15,16,4,3,0,1,0,1,1,0,0,0,10,540262,-595,7,-1,1,-1,1,0,-1,1,-1
KR_7746796223,14676,13202,282,239,3,2,2,3,2,3,0,0,0,0,14,13,3,1,1,0,0,1,0,0,0,0,10,540216,1474,43,1,-1,-1,0,0,1,2,1
KR_7746810383,16915,16559,242,252,11,8,8,11,12,8,0,0,0,0,14,18,5,3,0,2,1,0,0,0,0,0,10,540214,356,-10,3,-3,4,0,0,-4,2,-2
KR_7746818800,17139,17085,242,235,10,10,10,10,13,13,0,0,0,0,19,14,2,4,1,1,1,0,0,0,0,0,10,540112,54,7,0,0,0,0,0,5,-2,0
KR_7746843203,13283,16750,242,268,2,10,10,2,1,12,1,0,0,0,15,37,3,4,0,0,0,1,1,0,0,0,10,540263,-3467,-26,-8,8,-11,1,0,-22,-1,0
KR_7746845854,15844,13969,254,260,6,2,2,6,9,3,1,0,0,0,19,17,3,2,2,1,1,0,1,0,0,0,10,540206,1875,-6,4,-4,6,1,0,2,1,1
KR_7746856435,16139,14881,295,272,6,4,4,7,6,2,0,0,0,0,14,13,5,3,0,0,1,0,0,0,0,0,10,540235,1258,23,2,-3,4,0,0,1,2,0
KR_7746863025,14970,16312,291,259,3,8,8,3,2,12,0,0,0,0,72,19,3,5,2,3,0,1,0,0,0,0,10,540196,-1342,32,-5,5,-10,0,0,53,-2,-1
KR_7746876025,14859,15515,263,278,6,6,6,6,2,5,0,0,0,0,15,12,1,0,0,1,1,0,0,0,0,0,10,540249,-656,-15,0,0,-3,0,0,3,1,-1
KR_7746889856,16599,13078,291,240,7,1,1,7,8,2,0,0,0,0,40,16,3,3,1,0,1,0,0,0,0,0,10,540238,3521,51,6,-6,6,0,0,24,0,1
KR_7746915632,13156,17084,232,267,2,10,10,2,1,16,0,0,0,0,11,39,2,2,1,3,0,1,0,0,0,0,10,540210,-3928,-35,-8,8,-15,0,0,-28,0,-2
KR_7746917730,16571,12938,291,243,8,1,1,8,4,2,0,0,0,0,13,15,4,1,1,0,1,0,0,0,0,0,10,540222,3633,48,7,-7,2,0,0,-2,3,1
KR_7746919373,15998,13452,294,251,5,2,2,5,5,1,0,1,0,0,16,29,4,5,2,1,1,0,0,1,0,0,10,540220,2546,43,3,-3,4,-1,0,-13,-1,1
KR_7746929184,15602,16270,275,295,5,6,6,5,4,9,0,0,0,0,18,14,2,2,0,1,1,0,0,0,0,0,10,540214,-668,-20,-1,1,-5,0,0,4,0,-1
KR_7746931679,14153,13874,296,263,2,2,2,2,1,2,1,0,0,0,19,14,1,1,1,0,0,1,1,0,0,0,10,540221,279,33,0,0,-1,1,0,5,0,1
KR_7746945887,15609,15697,286,276,5,6,6,5,5,4,0,0,0,0,12,18,4,0,1,0,1,0,0,0,0,0,10,540256,-88,10,-1,1,1,0,0,-6,4,1
KR_7746957462,15194,14605,278,251,4,5,5,4,5,3,0,1,0,0,33,18,2,1,2,2,1,0,0,1,0,0,10,540191,589,27,-1,1,2,-1,0,15,1,0
KR_7746967439,13787,14844,247,266,3,3,3,3,4,8,0,0,0,0,31,20,4,3,0,1,1,0,0,0,0,0,10,540243,-1057,-19,0,0,-4,0,0,11,1,-1
KR_7746997240,16352,14748,287,253,7,4,4,7,7,5,0,1,0,0,17,22,5,0,1,0,1,0,0,1,0,0,10,540208,1604,34,3,-3,2,-1,0,-5,5,1
KR_7747009615,16067,13590,247,223,10,3,3,10,9,5,0,0,0,0,15,12,1,1,1,0,1,0,0,0,0,0,10,540296,2477,24,7,-7,4,0,0,3,0,1
KR_7747010292,17101,13807,271,215,10,5,5,11,5,5,0,0,0,0,17,12,1,4,1,0,1,0,0,0,0,0,10,540236,3294,56,5,-6,0,0,0,5,-3,1
KR_7747017015,15059,14712,268,271,5,3,3,5,5,4,0,1,0,0,30,17,2,1,0,1,1,0,0,1,0,0,10,540204,347,-3,2,-2,1,-1,0,13,1,-1
KR_7747053028,16465,14584,275,274,8,2,2,8,11,2,0,0,0,0,15,17,2,3,1,1,1,0,0,0,0,0,10,540237,1881,1,6,-6,9,0,0,-2,-1,0
KR_7747064266,14462,16340,261,249,4,8,8,4,2,9,0,0,0,0,34,17,3,4,0,1,1,0,0,0,0,0,10,540214,-1878,12,-4,4,-7,0,0,17,-1,-1
KR_7747077270,15408,13667,257,245,7,3,3,7,5,5,0,0,0,0,33,16,0,2,0,0,1,0,0,0,0,0,10,540215,1741,12,4,-4,0,0,0,17,-2,0
KR_7747093565,16534,14532,299,239,6,4,4,6,8,8,0,0,0,0,16,11,1,5,0,0,1,0,0,0,0,0,10,540283,2002,60,2,-2,0,0,0,5,-4,0
KR_7747119527,15496,13840,254,247,6,3,3,6,13,5,0,0,0,0,15,13,4,4,1,0,1,0,0,0,0,0,10,540244,1656,7,3,-3,8,0,0,2,0,1
KR_7747128489,15120,15913,263,280,5,6,6,5,6,9,0,1,0,0,43,18,4,3,1,0,0,1,0,1,0,0,10,540330,-793,-17,-1,1,-3,-1,0,25,1,1
KR_7747134900,13831,17014,270,250,1,11,11,1,2,18,0,1,0,0,9,26,3,3,0,1,0,1,0,1,0,0,10,540209,-3183,20,-10,10,-16,-1,0,-17,0,-1
KR_7747145344,14411,16025,292,258,2,7,7,2,2,6,0,1,0,0,17,18,5,3,0,3,0,1,0,1,0,0,10,540222,-1614,34,-5,5,-4,-1,0,-1,2,-3
KR_7747149676,15320,16224,239,242,7,9,9,8,9,11,0,0,0,0,15,13,3,3,0,1,0,1,0,0,0,0,10,540185,-904,-3,-2,1,-2,0,0,2,0,-1
KR_7747159905,16344,14103,291,273,7,2,2,7,5,4,0,0,0,0,13,16,6,4,1,0,1,0,0,0,0,0,10,540111,2241,18,5,-5,1,0,0,-3,2,1
KR_7747174699,17766,15870,256,250,14,7,8,14,9,9,0,0,0,0,36,16,2,2,1,0,1,0,0,0,0,0,10,540167,1896,6,7,-6,0,0,0,20,0,1
KR_7747180063,13982,14562,296,296,1,2,2,1,0,2,0,0,0,0,109,14,2,4,0,0,1,0,0,0,0,0,10,540315,-580,0,-1,1,-2,0,0,95,-2,0
KR_7747193776,14033,18018,232,265,4,14,14,4,6,19,0,0,0,0,18,16,3,6,1,1,1,0,0,0,0,0,10,540257,-3985,-33,-10,10,-13,0,0,2,-3,0
KR_7747193787,14174,15865,278,302,3,5,5,3,3,11,0,0,0,0,19,23,5,5,0,1,0,1,0,0,0,0,10,540242,-1691,-24,-2,2,-8,0,0,-4,0,-1
KR_7747215040,13468,15515,262,313,1,3,3,1,2,3,0,0,0,0,12,17,5,4,1,1,0,1,0,0,0,0,10,540235,-2047,-51,-2,2,-1,0,0,-5,1,0
KR_7747252759,14950,14361,300,278,3,3,3,3,0,3,0,1,0,0,12,17,5,3,0,0,0,1,0,1,0,0,10,540230,589,22,0,0,-3,-1,0,-5,2,0
KR_7747254423,14969,18213,230,257,5,12,12,5,4,12,0,0,0,0,18,17,3,3,0,2,0,1,0,0,0,0,10,540263,-3244,-27,-7,7,-8,0,0,1,0,-2
KR_7747274315,15561,14305,243,227,7,4,4,7,11,5,0,0,0,0,36,13,2,2,1,0,0,1,0,0,0,0,10,540200,1256,16,3,-3,6,0,0,23,0,1
KR_7747276107,14715,14907,249,255,5,5,5,5,6,8,0,0,0,0,13,22,6,1,0,0,1,0,0,0,0,0,10,540233,-192,-6,0,0,-2,0,0,-9,5,0
KR_7747278192,14349,15280,284,274,3,5,5,3,1,4,0,0,0,0,17,13,4,4,1,0,0,1,0,0,0,0,10,540210,-931,10,-2,2,-3,0,0,4,0,1
KR_7747287227,14332,13797,279,296,3,1,1,3,7,0,0,0,0,0,17,17,5,3,0,0,1,0,0,0,0,0,10,540179,535,-17,2,-2,7,0,0,0,2,0
KR_7747288040,15595,14634,255,244,6,5,5,6,10,7,0,1,0,0,27,17,3,8,1,1,0,1,0,1,0,0,10,540263,961,11,1,-1,3,-1,0,10,-5,0
KR_7747291499,14177,18630,267,268,3,13,13,3,3,12,0,0,0,0,20,14,2,3,0,3,0,1,0,0,0,0,10,540230,-4453,-1,-10,10,-9,0,0,6,-1,-3
KR_7747303416,15060,16586,260,273,4,7,7,4,7,10,0,0,0,0,18,19,1,4,0,2,0,1,0,0,0,0,10,540238,-1526,-13,-3,3,-3,0,0,-1,-3,-2
KR_7747320494,17548,14101,283,257,9,2,2,9,8,2,0,0,0,0,19,16,4,0,3,0,1,0,0,0,0,0,10,540289,3447,26,7,-7,6,0,0,3,4,3
KR_7747341328,14107,13975,285,276,2,2,2,2,0,2,1,0,0,0,227,16,3,1,1,0,0,1,1,0,0,0,10,540087,132,9,0,0,-2,1,0,211,2,1
KR_7747341872,16504,14087,254,236,9,4,5,9,6,2,0,0,0,0,33,21,4,2,2,0,1,0,0,0,0,0,10,540281,2417,18,5,-4,4,0,0,12,2,2
KR_7747368104,15610,15561,255,252,6,6,6,6,7,6,0,0,0,0,20,19,3,6,0,0,0,1,0,0,0,0,10,540314,49,3,0,0,1,0,0,1,-3,0
KR_7747391163,15718,15040,267,255,6,5,5,6,6,6,0,0,0,0,18,16,4,3,0,2,1,0,0,0,0,0,10,540205,678,12,1,-1,0,0,0,2,1,-2
KR_7747401026,15646,15185,251,242,7,7,7,7,9,11,1,0,0,0,15,14,2,4,1,0,1,0,1,0,0,0,10,540308,461,9,0,0,-2,1,0,1,-2,1
KR_7747401843,14846,15276,280,264,4,6,6,5,2,5,0,1,0,0,29,17,1,4,1,1,1,0,0,1,0,0,10,540256,-430,16,-2,1,-3,-1,0,12,-3,0
KR_7747403885,14785,13501,288,273,5,1,1,5,1,0,1,0,0,0,17,123,3,3,0,0,1,0,1,0,0,0,10,540248,1284,15,4,-4,1,1,0,-106,0,0
KR_7747440470,15304,14235,290,265,4,3,3,4,5,4,0,1,0,0,70,155,5,3,0,1,0,1,0,1,0,0,10,540242,1069,25,1,-1,1,-1,0,-85,2,-1
KR_7747450483,14880,15067,264,258,4,5,5,4,3,5,0,0,0,0,16,15,1,4,1,0,0,1,0,0,0,0,10,540216,-187,6,-1,1,-2,0,0,1,-3,1
KR_7747464795,14621,15408,243,283,5,5,5,5,8,4,0,0,0,0,36,15,2,7,0,2,0,1,0,0,0,0,10,540229,-787,-40,0,0,4,0,0,21,-5,-2
KR_7747471802,14448,15805,255,292,4,5,5,4,2,5,0,0,0,0,12,14,0,1,1,0,0,1,0,0,0,0,10,540235,-1357,-37,-1,1,-3,0,0,-2,-1,1
KR_7747492985,13996,16414,277,264,2,8,8,2,1,8,0,1,0,0,14,17,2,0,2,0,1,0,0,1,0,0,10,540256,-2418,13,-6,6,-7,-1,0,-3,2,2
KR_7747519066,15468,16281,285,288,4,6,6,4,3,4,0,0,0,0,17,21,3,5,1,2,1,0,0,0,0,0,10,540234,-813,-3,-2,2,-1,0,0,-4,-2,-1
KR_7747520084,14520,14742,258,246,3,5,5,3,3,5,0,0,0,0,15,20,8,0,1,1,0,1,0,0,0,0,10,540225,-222,12,-2,2,-2,0,0,-5,8,0
KR_7747521590,15530,15717,260,264,7,7,7,7,6,5,0,1,0,0,25,13,3,3,0,0,1,0,0,1,0,0,10,540247,-187,-4,0,0,1,-1,0,12,0,0
KR_7747524065,18719,14526,286,241,11,4,4,11,12,6,0,0,0,0,37,19,5,4,3,1,0,1,0,0,0,0,10,540252,4193,45,7,-7,6,0,0,18,1,2
KR_7747543635,14321,14695,237,262,5,4,4,5,4,2,0,1,0,0,17,18,3,6,0,0,1,0,0,1,0,0,10,540262,-374,-25,1,-1,2,-1,0,-1,-3,0
KR_7747545715,15741,16847,254,270,7,9,9,7,9,13,0,1,0,0,22,18,4,4,2,0,0,1,0,1,0,0,10,540208,-1106,-16,-2,2,-4,-1,0,4,0,2
KR_7747556627,15239,16255,252,251,6,7,7,6,7,12,0,0,0,0,17,16,2,4,0,0,0,1,0,0,0,0,10,540252,-1016,1,-1,1,-5,0,0,1,-2,0
KR_7747557544,16405,15827,259,257,8,7,7,8,10,7,0,0,0,0,20,39,6,1,0,1,0,1,0,0,0,0,10,540265,578,2,1,-1,3,0,0,-19,5,-1
KR_7747566035,14845,15378,289,288,4,4,4,4,2,7,1,0,0,0,18,113,5,3,1,1,0,1,1,0,0,0,10,540210,-533,1,0,0,-5,1,0,-95,2,0
KR_7747576075,15055,16261,256,269,5,7,7,5,4,9,0,0,0,0,14,90,0,3,1,1,1,0,0,0,0,0,10,540211,-1206,-13,-2,2,-5,0,0,-76,-3,0
KR_7747576592,16295,17309,260,250,6,13,13,6,9,10,0,0,0,0,34,19,4,3,0,0,0,1,0,0,0,0,10,540264,-1014,10,-7,7,-1,0,0,15,1,0
KR_7747593769,14825,15778,276,276,4,6,6,4,2,7,0,1,0,0,15,19,2,2,1,1,0,1,0,1,0,0,10,540242,-953,0,-2,2,-5,-1,0,-4,0,0
KR_7747596413,14255,16584,229,269,4,8,8,4,5,13,0,0,0,0,18,146,4,4,1,0,0,1,0,0,0,0,10,540163,-2329,-40,-4,4,-8,0,0,-128,0,1
KR_7747605583,15196,17741,255,273,5,11,11,5,4,15,1,0,0,0,113,18,2,1,0,1,1,0,1,0,0,0,10,540270,-2545,-18,-6,6,-11,1,0,95,1,-1
KR_7747605787,15802,14990,264,263,6,5,8,6,7,3,0,0,0,0,19,55,2,1,3,1,0,1,0,0,0,0,10,540264,812,1,1,2,4,0,0,-36,1,2
KR_7747607095,18113,15338,290,258,10,4,4,10,9,5,0,0,0,0,34,14,4,3,3,1,0,1,0,0,0,0,10,540210,2775,32,6,-6,4,0,0,20,1,2
KR_7747613521,14781,14963,267,271,4,4,4,4,3,5,0,0,0,0,15,18,6,4,0,2,0,1,0,0,0,0,10,540207,-182,-4,0,0,-2,0,0,-3,2,-2
KR_7747633371,15717,14864,255,264,7,5,5,7,10,8,0,1,0,0,17,15,2,1,0,1,1,0,0,1,0,0,10,540189,853,-9,2,-2,2,-1,0,2,1,-1
KR_7747636903,13978,15113,267,273,3,4,4,3,1,5,0,0,0,0,18,14,3,2,0,0,0,1,0,0,0,0,10,540214,-1135,-6,-1,1,-4,0,0,4,1,0
KR_7747637181,15344,14115,285,259,5,3,3,5,4,4,0,0,0,0,11,25,2,2,2,0,1,0,0,0,0,0,10,540263,1229,26,2,-2,0,0,0,-14,0,2
KR_7747639941,15896,16439,237,281,8,6,6,8,7,11,0,0,0,0,16,17,4,4,0,0,1,0,0,0,0,0,10,540225,-543,-44,2,-2,-4,0,0,-1,0,0
KR_7747641963,14336,18004,257,292,3,9,9,3,7,12,0,0,0,0,14,19,5,3,1,3,0,1,0,0,0,0,10,540215,-3668,-35,-6,6,-5,0,0,-5,2,-2
